tif_name,tif_year,tif_number,property_tax_extraction,expenses,transfers_in,transfers_out,distribution,fund_balance_end
53rd Street,2014,105,1025942,800520,0,0,0,1874122
Englewood Neighborhood,2014,106,3817324,6915810,0,7500000,0,13506435
Division/Homan,2014,107,958573,902208,0,0,275080,7768352
Humboldt Park Commercial,2014,108,2314768,4264802,0,0,0,5853133
Lawrence/Broadway,2014,109,2701891,781788,0,0,658520,13430039
Wilson Yard,2014,110,6259683,8020362,0,0,0,14333547
105th/Vincennes,2014,111,133001,451939,353381,0,0,114502
79th Street/Southwest Highway,2014,112,1111944,32278,0,0,738600,7668659
Roseland/Michigan,2014,113,161872,33496,0,1400000,0,982970
119th and Halsted,2014,114,575934,75316,97500,0,0,4124936
Chicago/Central Park,2014,115,4559975,22728872,7072541,0,0,56017958
Lawrence/Pulaski,2014,116,953322,2704211,0,0,0,5577674
47th/Ashland,2014,117,1957476,5153516,218570,0,0,15425689
47th/King Drive,2014,118,6083572,4993653,0,0,0,33907239
Lakefront,2014,119,276583,240142,0,0,0,617223
45th/Western Industrial Park Conservation Area,2014,120,20702,7871,0,0,0,465867
47th/Halsted,2014,121,2379634,1400237,0,218570,0,15030184
Drexel Boulevard,2014,122,343140,320370,0,0,0,162966
Avalon Park/South Shore,2014,123,346779,105838,0,529562,0,2385623
67th/Cicero,2014,124,184254,2571625,2934023,0,0,1424424
119th/I-57,2014,125,2459698,2973662,0,353381,0,4895102
Madden/Wells,2014,126,981162,802584,0,0,0,3000887
87th/Cottage Grove,2014,127,1418590,401369,0,1688175,0,4883138
Commercial Avenue,2014,128,694657,247535,0,0,1692900,9995937
Diversey/Narragansett,2014,129,1858872,1409693,0,0,0,3012864
Edgewater/Ashland,2014,130,256220,25266,0,0,0,2115602
35th/State,2014,131,1521272,3914475,2500000,0,0,2733347
83rd/Stewart,2014,133,768701,524120,0,0,0,815954
Devon/Sheridan,2014,134,153674,99353,0,0,0,4488613
Pratt/Ridge Industrial Park Conservation Area,2014,135,0,7124,0,0,0,665035
47th/State,2014,136,1137051,101032,0,0,0,8683187
69th/Ashland,2014,138,586271,16418,0,0,0,1432327
Ravenswood Corridor,2014,139,659184,339911,0,0,250860,4575705
79th/Cicero,2014,140,535878,506395,0,0,0,166956
26th and King Drive,2014,141,641682,605122,0,0,0,883109
Western Avenue/Rock Island,2014,142,160698,2080601,0,0,0,3838607
63rd/Ashland,2014,143,682833,2342470,2000000,0,0,3598335
Harrison/Central,2014,144,-16428,2032004,1819760,0,0,841222
73rd/University,2014,145,92772,4867,0,0,106200,2903589
Touhy/Western,2014,146,123787,7617330,1699498,0,0,3872927
LaSalle Central,2014,147,14051697,5461494,8600000,632000,0,47851465
Harlem Industrial Park Conservation Area,2014,148,-2085,116306,0,0,0,437996
Stevenson/Brighton,2014,149,5781,6459,0,0,0,2956758
Addison South,2014,150,1813584,1388379,0,0,850000,11227589
Armitage/Pulaski,2014,151,3515,84383,0,0,0,1094944
Little Village Industrial Corridor,2014,152,-13126,9543,0,0,0,1401257
Elston/Armstrong Industrial Corridor,2014,153,137876,477005,0,0,0,1091497
Pershing/King,2014,154,1843,21459,0,0,0,176859
79th/Vincennes,2014,155,64931,4931,0,0,113080,2100214
Austin Commercial,2014,156,503688,1417742,0,0,0,3418829
Hollywood/Sheridan,2014,157,4260,885865,500000,0,0,3159897
Weed/Freemont,2014,158,179827,428409,0,0,0,447253
134th and Avenue K,2014,159,1785,7446,0,0,0,14994
Kennedy/Kimball,2014,160,-4383,287155,0,0,0,325883
Ogden/Pulaski,2014,161,-80784,136098,0,0,0,4525376
Kostner Avenue,2014,162,0,0,0,0,0,0
Archer/Western,2014,163,-6736,147777,0,0,0,690382
Little Village East,2014,164,-2272,18627,0,0,0,433482
Irving Park/Elston,2014,165,-3566,298915,0,0,0,447919
North Pullman,2014,166,444047,2113725,5600000,0,0,4030129
Avondale,2014,167,-3442,196688,0,0,0,968925
Calumet River,2014,168,0,0,0,0,0,0
Ewing Avenue,2014,169,200973,1412098,0,0,0,2463447
Chicago Lakeside Development Ph.1,2014,170,0,0,0,0,0,0
West Woodlawn,2014,171,-1083,383375,250000,0,0,808859
Randolph/Wells,2014,172,267939,672658,632000,0,0,881664
Montrose/Clarendon,2014,173,0,0,0,0,0,0
67th/Wentworth,2014,174,0,0,0,0,0,0
51st/Lake Park,2014,175,0,0,0,0,0,0
107th/Halsted,2014,176,0,0,0,0,0,0
Foster/California,2014,177,0,0,0,0,0,0
Washington Park,2014,178,0,0,0,0,0,0
35th/Halsted,2015,1,4286017,1235022,1500000,0,0,27609821
41st/King,2015,2,172110,68909,0,0,0,1122533
49th Street/St. Lawrence Avenue,2015,4,386340,1698800,0,0,0,1532971
60th and Western,2015,5,319691,10340,0,0,157076,1723904
95th and Western,2015,9,694200,1779316,0,0,0,3466430
126th and Torrence,2015,10,814747,932742,0,0,0,802189
Addison Corridor North,2015,11,1359154,36519,0,0,411272,3101467
Bryn Mawr/Broadway,2015,13,1713335,293122,0,0,382158,12555647
Englewood Mall,2015,21,300578,150183,0,0,0,2142410
Goose Island,2015,23,3652209,2882931,0,0,0,12028537
Homan-Arthington,2015,24,517159,141596,0,0,0,6012667
Irving/Cicero,2015,27,607453,160794,0,0,0,1388302
Lincoln-Belmont-Ashland,2015,28,936154,13479,0,0,0,1087326
Michigan/Cermak,2015,29,-253084,382670,0,0,0,6134313
Near North,2015,30,19050436,16034197,0,0,0,67243001
North Branch (North),2015,33,3961822,8494240,0,0,0,6753479
North Branch (South),2015,34,6393193,632082,0,0,5161732,18200852
North-Cicero,2015,35,1028249,45011,0,0,148495,2812651
Read-Dunning,2015,36,2298956,665180,0,0,603915,14272173
River South,2015,37,17108874,8241100,0,16528924,0,38664675
Roosevelt/Cicero,2015,38,2415316,513925,0,640000,1544336,11053541
Roosevelt/Canal,2015,39,1115368,1311035,0,0,500000,1363520
Sanitary Drainage and Ship Canal,2015,42,598516,37697,0,0,0,1529669
Stockyards Annex,2015,43,927164,873118,0,1000000,350413,6952591
Stockyards Southeast Quadrant Industrial,2015,45,1437898,234430,0,0,7036015,4568782
Western/Ogden,2015,48,6817143,5465818,0,0,657440,24833134
Kinzie Industrial Corridor,2015,52,19207188,7542169,0,4038819,0,64157714
Pilsen Industrial Corridor,2015,53,10513921,17101877,0,0,0,44360379
Stony Island Avenue Commercial and Burnside Industrial Corridors,2015,54,2634251,673295,0,1912840,0,5952323
43rd/Cottage Grove,2015,55,2248087,4548411,0,0,0,12999075
79th Street Corridor,2015,56,538330,591415,0,0,868616,5317766
Jefferson Park Business District,2015,57,552010,298180,0,0,0,4775537
Portage Park,2015,58,1924500,577600,0,0,0,13828383
Calumet Avenue/Cermak Road,2015,59,8878935,20915793,0,0,0,3469353
71st/Stony Island,2015,60,2403826,8813036,4915021,0,0,14833168
Bronzeville,2015,61,2814891,742953,0,1000000,0,15973277
Roosevelt/Racine,2015,62,1398258,1384618,0,0,370502,5757526
Canal/Congress,2015,63,23073689,6663567,0,0,2514189,80386129
Northwest Industrial Corridor,2015,64,5882378,1488109,0,3746281,0,18716308
Woodlawn,2015,65,2298703,1263697,0,1285417,0,11175872
Greater Southwest Industrial Corridor (East),2015,66,579191,563893,0,0,126060,2414186
Archer Courts,2015,67,377249,110581,0,0,1078959,1227856
Roosevelt/Union,2015,68,3770087,7931268,0,0,0,5124996
Pulaski Corridor,2015,69,2029110,3270459,0,761500,0,9045749
Clark/Montrose,2015,70,2468562,1230290,0,0,876635,8848843
Galewood/Armitage Industrial,2015,71,2612361,4207488,2300381,0,0,19404749
24th/Michigan,2015,72,1284525,22901623,16528924,0,0,9643201
111th Street/Kedzie Avenue Business District,2015,73,481978,369488,0,0,26057,3365118
Clark Street and Ridge Avenue,2015,74,1620205,1806955,0,0,842403,6407946
Madison/Austin Corridor,2015,75,1755505,6961948,3932589,640000,0,11579287
Devon/Western,2015,76,1648983,2758403,0,1724652,0,1826548
Lincoln Avenue,2015,77,2628139,3421978,748129,0,0,8734500
South Works Industrial,2015,78,42335,5974,0,0,0,1150402
35th and Wallace,2015,79,671276,254357,0,0,0,4703220
Belmont/Central,2015,81,2104462,348511,0,2049696,0,10962868
Belmont/Cicero,2015,82,779672,1040379,0,0,94315,5060821
West Irving Park,2015,83,693725,872017,0,0,94940,5012105
Western Avenue North,2015,84,5799099,5396131,0,1668129,0,15020442
Western Avenue South,2015,85,5932730,6726776,0,0,118097,14118271
Central West,2015,86,14218506,14056617,0,0,0,57247846
Fullerton/Milwaukee,2015,87,5657422,7553954,0,0,0,14820128
Lawrence/Kedzie,2015,88,5470883,3967007,0,0,0,14626071
Midway Industrial Corridor,2015,89,1127197,34104,0,1030154,0,4795022
Peterson/Cicero,2015,90,479541,194907,0,0,38759,2499556
Peterson/Pulaski,2015,91,417658,237196,0,0,0,4999182
Greater Southwest Industrial Corridor (West),2015,92,107165,8452,0,0,952694,4318844
South Chicago,2015,93,1029776,158356,0,0,905266,8417256
Chicago/Kingsbury,2015,94,23490058,3024534,0,0,474011,84679405
Midwest,2015,95,12226562,14246108,0,3277918,0,40958393
Cicero/Archer,2015,96,584443,29511,0,0,840737,6953694
51st/Archer,2015,97,383874,4024172,2708167,0,0,6905091
63rd/Pulaski,2015,98,1433774,237985,0,1678014,0,4894695
Archer/Central,2015,99,370348,452618,0,0,158866,2159514
Ohio/Wabash,2015,100,1527696,1510384,0,0,0,1529740
Jefferson/Roosevelt,2015,101,5903945,542212,0,0,3680073,17867371
Montclare,2015,102,285664,163090,0,0,500000,400837
Lake Calumet Area Industrial,2015,103,1719704,300173,0,250000,0,4286145
River West,2015,104,15055272,2044100,0,0,2422891,54263073
53rd Street,2015,105,3478507,1189869,0,0,0,4171106
Englewood Neighborhood,2015,106,3751638,2533132,0,0,0,14761964
Division/Homan,2015,107,904706,658442,0,0,0,8037133
Humboldt Park Commercial,2015,108,2569930,861113,0,0,142204,7437081
Lawrence/Broadway,2015,109,2774888,1258267,0,575824,1665253,12744136
Wilson Yard,2015,110,5905360,6759097,0,0,0,13513583
105th/Vincennes,2015,111,648627,807700,353381,0,0,310470
79th Street/Southwest Highway,2015,112,1011710,36138,0,0,419444,8247156
Roseland/Michigan,2015,113,371956,44718,0,0,0,1312444
119th and Halsted,2015,114,526116,765381,0,0,214822,3682105
Chicago/Central Park,2015,115,4601066,28816038,7641244,0,0,40009037
Lawrence/Pulaski,2015,116,1009551,1273329,0,0,0,5328703
47th/Ashland,2015,117,1919124,4775943,218318,1700000,0,11253528
47th/King Drive,2015,118,5553630,7134292,0,0,0,32423699
Lakefront,2015,119,375615,251227,0,0,0,743296
47th/Halsted,2015,121,2385013,1591470,0,218318,0,15650421
Drexel Boulevard,2015,122,250103,144833,0,0,0,268923
Avalon Park/South Shore,2015,123,227181,139529,0,529330,0,1950638
67th/Cicero,2015,124,212951,25878,0,0,0,1616869
119th/I-57,2015,125,3068497,2204708,0,353381,68859,5350101
Madden/Wells,2015,126,866888,534997,0,0,0,3342219
87th/Cottage Grove,2015,127,1180344,590606,0,1687435,0,3798389
Commercial Avenue,2015,128,888478,228616,0,0,2000357,8680308
Diversey/Narragansett,2015,129,1913763,2399105,0,0,75000,2462935
Edgewater/Ashland,2015,130,223598,12013,0,0,0,2333574
35th/State,2015,131,1926674,3804360,1000000,0,61559,1800947
83rd/Stewart,2015,133,941786,769358,0,0,0,990156
Devon/Sheridan,2015,134,144408,10463,0,0,0,4635329
Pratt/Ridge Industrial Park Conservation Area,2015,135,111612,8510,0,0,0,770165
47th/State,2015,136,1214023,38527,0,0,0,9885344
69th/Ashland,2015,138,627015,191484,0,0,0,1872326
Ravenswood Corridor,2015,139,917733,126485,0,0,139185,5244935
79th/Cicero,2015,140,520367,523016,0,0,0,165843
26th and King Drive,2015,141,638732,624876,0,0,0,898708
Western Avenue/Rock Island,2015,142,357291,749321,0,0,0,3456861
63rd/Ashland,2015,143,683971,682798,1700000,0,22491,5298363
Harrison/Central,2015,144,-6953,1325590,1280000,0,0,791828
73rd/University,2015,145,118716,535026,0,0,273700,2224136
Touhy/Western,2015,146,58988,2123900,1724652,0,0,3649411
LaSalle Central,2015,147,13585366,14842468,0,0,0,46746487
Harlem Industrial Park Conservation Area,2015,148,-1120,2400,0,0,0,435688
Stevenson/Brighton,2015,149,49580,12167,0,0,0,3002860
Addison South,2015,150,1859664,1492952,0,0,438855,11185809
Armitage/Pulaski,2015,151,-6964,103104,0,0,0,988021
Little Village Industrial Corridor,2015,152,-5978,149259,0,0,0,1249971
Elston/Armstrong Industrial Corridor,2015,153,225414,445540,0,0,0,873862
Pershing/King,2015,154,-98,3180,0,0,0,174066
79th/Vincennes,2015,155,25916,3276,0,0,0,2128731
Austin Commercial,2015,156,544718,71939,0,0,82548,3818865
Hollywood/Sheridan,2015,157,-11601,1776054,575824,0,0,1957191
Weed/Freemont,2015,158,680002,412102,0,0,0,716146
Kennedy/Kimball,2015,160,2435,4718,0,0,0,397438
Ogden/Pulaski,2015,161,-61427,89303,0,0,0,4387298
Archer/Western,2015,163,-16546,13243,0,0,0,662515
Little Village East,2015,164,-214,63654,0,0,0,370824
Irving Park/Elston,2015,165,-11923,5582,0,0,0,431539
North Pullman,2015,166,969921,4228636,750000,0,0,1526733
Avondale,2015,167,-8491,161173,0,0,0,801754
Calumet River,2015,168,0,0,0,0,0,0
Ewing Avenue,2015,169,198510,1013325,0,0,0,1653173
Chicago Lakeside Development Ph.1,2015,170,0,0,0,0,0,0
West Woodlawn,2015,171,-965,136679,0,0,0,673250
Randolph/Wells,2015,172,64733,354298,0,0,0,594046
Montrose/Clarendon,2015,173,520084,11185,0,0,0,510253
67th/Wentworth,2015,174,0,0,0,0,0,0
51st/Lake Park,2015,175,0,0,0,0,0,0
107th/Halsted,2015,176,0,0,0,0,0,0
Foster/California,2015,177,0,920000,920000,0,0,0
Washington Park,2015,178,31130,3245,0,0,0,27966
35th/Halsted,2016,1,6493536,6783432,0,0,0,27305999
41st/King,2016,2,174717,66451,0,0,0,1229373
49th Street/St. Lawrence Avenue,2016,4,366813,682343,0,0,0,1214954
60th and Western,2016,5,200382,6092,0,0,16000,1904468
95th and Western,2016,9,862540,211302,0,1700000,0,2422504
126th and Torrence,2016,10,1581369,825362,0,0,0,1551179
Addison Corridor North,2016,11,1890776,43144,0,0,1500000,3435304
Bryn Mawr/Broadway,2016,13,1906066,544772,0,0,0,13903065
Englewood Mall,2016,21,614052,23606,0,0,0,2729170
Goose Island,2016,23,5605699,2979097,0,0,0,14625572
Homan-Arthington,2016,24,500118,3608163,0,0,0,2926045
Irving/Cicero,2016,27,941167,121756,0,0,0,2203151
Lincoln-Belmont-Ashland,2016,28,1473308,2164000,0,0,0,404016
Michigan/Cermak,2016,29,1660088,1524481,0,0,0,6256586
Near North,2016,30,27069215,46222787,0,0,0,47996642
North Branch (North),2016,33,6626203,1038849,0,0,0,12309036
North Branch (South),2016,34,8787410,1143049,0,0,0,25791728
North-Cicero,2016,35,1476628,41481,0,235000,13000,3991339
Read-Dunning,2016,36,2903308,4592284,0,0,992000,11681045
River South,2016,37,24245090,3406762,0,11310000,0,48195486
Roosevelt/Cicero,2016,38,2798169,544102,0,995762,1369000,10930162
Sanitary Drainage and Ship Canal,2016,42,484166,14111,0,1000000,0,1007571
Stockyards Annex,2016,43,1445388,2381541,0,0,0,6028613
Stockyards Southeast Quadrant Industrial,2016,45,1653824,987725,0,0,370000,4953358
Western/Ogden,2016,48,10362400,2700110,0,0,704000,32173968
Kinzie Industrial Corridor,2016,52,28278344,9533086,0,5847930,0,77619700
Pilsen Industrial Corridor,2016,53,12597360,15954601,0,0,1933000,39071984
Stony Island Avenue Commercial and Burnside Industrial Corridors,2016,54,3035985,556744,0,1823173,0,6617295
43rd/Cottage Grove,2016,55,2817378,1974878,0,0,0,13821518
79th Street Corridor,2016,56,777752,192751,0,0,182000,5724725
Jefferson Park Business District,2016,57,747548,671750,0,0,0,4851615
Portage Park,2016,58,1847698,2386437,0,0,395000,12887412
Calumet Avenue/Cermak Road,2016,59,16734552,234606,0,0,0,19878725
71st/Stony Island,2016,60,2596970,7133431,5141826,0,0,15343929
Bronzeville,2016,61,3716425,5680105,0,0,0,14050241
Roosevelt/Racine,2016,62,1714988,1629797,0,0,220000,5624280
Canal/Congress,2016,63,25715500,2318874,0,0,35000000,68714936
Northwest Industrial Corridor,2016,64,7233527,2084450,520790,4273220,0,20140958
Woodlawn,2016,65,2987098,377712,0,1426041,0,12360533
Greater Southwest Industrial Corridor (East),2016,66,951543,983346,0,0,0,2376519
Archer Courts,2016,67,413060,108985,0,0,0,1529901
Roosevelt/Union,2016,68,5100764,8540931,0,0,0,1652260
Pulaski Corridor,2016,69,3153078,4997253,3000000,913874,0,9285101
Clark/Montrose,2016,70,2966892,1332628,0,0,293000,10173149
Galewood/Armitage Industrial,2016,71,2508206,9214856,2631737,0,0,15457229
24th/Michigan,2016,72,1680732,10687830,11310000,0,0,11885717
111th Street/Kedzie Avenue Business District,2016,73,559694,1758582,0,0,0,1761808
Clark Street and Ridge Avenue,2016,74,2001880,1490891,0,0,0,6907508
Madison/Austin Corridor,2016,75,1903307,6173978,4493782,2037341,0,9709698
Devon/Western,2016,76,1792232,234530,0,1907049,0,0
Lincoln Avenue,2016,77,2934946,3761572,831913,0,0,8715967
South Works Industrial,2016,78,37637,3377,0,0,0,1183855
35th and Wallace,2016,79,976723,28249,0,0,0,5642639
Belmont/Central,2016,81,2490225,1270739,0,2262961,0,9947252
Belmont/Cicero,2016,82,831578,1152673,0,0,54000,4681257
West Irving Park,2016,83,817604,1228959,0,0,0,4598342
Western Avenue North,2016,84,7241338,5174952,0,3896743,0,13175941
Western Avenue South,2016,85,7665490,1254248,0,0,0,20474400
Central West,2016,86,20258781,9474206,0,0,0,67932470
Fullerton/Milwaukee,2016,87,7414569,5137347,0,0,0,17280319
Lawrence/Kedzie,2016,88,5827348,4665161,0,0,0,15756146
Midway Industrial Corridor,2016,89,4815619,865354,0,4276201,0,4515726
Peterson/Cicero,2016,90,409172,210586,0,0,105000,2590759
Peterson/Pulaski,2016,91,991672,146583,0,0,5000,5830961
Greater Southwest Industrial Corridor (West),2016,92,142318,261567,0,0,296000,3902299
South Chicago,2016,93,1170969,215120,0,2500000,581000,6313933
Chicago/Kingsbury,2016,94,24813487,1626591,0,0,40000000,67738444
Midwest,2016,95,14491670,12817862,520790,3517723,0,39629012
Cicero/Archer,2016,96,602973,2233761,0,0,81000,5223486
51st/Archer,2016,97,508925,3574856,5169673,0,0,8961002
63rd/Pulaski,2016,98,1522973,121437,0,1893472,0,4423648
Archer/Central,2016,99,197511,586165,0,0,0,1770958
Ohio/Wabash,2016,100,1677997,1525902,0,0,0,1671287
Jefferson/Roosevelt,2016,101,8239523,1603298,0,0,12000000,12468850
Montclare,2016,102,273746,167721,0,0,0,506020
Lake Calumet Area Industrial,2016,103,2731279,497197,4250000,2250000,0,8454990
River West,2016,104,18823186,4015795,0,0,10000000,58983767
53rd Street,2016,105,4106746,2507357,0,0,0,5754990
Englewood Neighborhood,2016,106,4604321,201925,0,0,0,19123542
Division/Homan,2016,107,1040259,24461,0,2500000,0,6550637
Humboldt Park Commercial,2016,108,3194289,1467329,0,500000,0,8647594
Lawrence/Broadway,2016,109,3457485,365827,0,575824,0,15231973
Wilson Yard,2016,110,7196194,6769924,0,0,0,13921937
105th/Vincennes,2016,111,768234,52056,0,0,0,1022197
79th Street/Southwest Highway,2016,112,1228203,25650,0,0,283000,9157430
Roseland/Michigan,2016,113,387228,10001,0,500000,0,1192152
119th and Halsted,2016,114,1145160,1657524,0,375000,0,2807379
Chicago/Central Park,2016,115,5563243,17094739,9690189,0,0,38533516
Lawrence/Pulaski,2016,116,1325061,471735,0,0,0,6174641
47th/Ashland,2016,117,2365895,3272587,175092,0,0,10677603
47th/King Drive,2016,118,6960378,18445813,0,0,0,21037610
Lakefront,2016,119,385964,259030,0,0,0,867905
47th/Halsted,2016,121,2867063,1145372,0,175092,2600000,14598891
Drexel Boulevard,2016,122,365092,0,0,0,0,631583
Avalon Park/South Shore,2016,123,233872,171493,0,0,0,2012077
67th/Cicero,2016,124,341931,144355,0,0,0,1812191
119th/I-57,2016,125,2884860,1615253,0,625000,0,5984635
Madden/Wells,2016,126,1249909,166753,0,0,0,4415861
87th/Cottage Grove,2016,127,1422675,754714,625000,1892612,0,3211092
Commercial Avenue,2016,128,846981,495488,0,1750000,632000,6666517
Diversey/Narragansett,2016,129,1959922,469365,0,0,0,3944901
Edgewater/Ashland,2016,130,501599,12589,0,0,0,2818157
35th/State,2016,131,1993201,1356286,0,0,1248000,1234839
83rd/Stewart,2016,133,1354864,922644,0,0,0,1416038
Devon/Sheridan,2016,134,80180,1129139,0,0,0,3590278
Pratt/Ridge Industrial Park Conservation Area,2016,135,262742,8084,0,0,0,1022346
47th/State,2016,136,1259356,37021,0,0,0,11094071
69th/Ashland,2016,138,493362,19319,0,250000,1544000,553955
Ravenswood Corridor,2016,139,1349354,453572,0,0,92000,6041692
79th/Cicero,2016,140,733967,12638,0,0,0,884892
26th and King Drive,2016,141,869070,574824,0,0,0,1192949
Western Avenue/Rock Island,2016,142,461589,4312502,1700000,0,0,1320019
63rd/Ashland,2016,143,887608,1831873,0,0,0,4347845
Harrison/Central,2016,144,137976,2270515,1991523,0,0,659003
73rd/University,2016,145,308970,8213,0,625000,931000,976677
